가맹점구분번호,가맹점주소_세부,가맹점명,업종,상권,개설일,폐업일,프랜차이즈여부,가맹점주소
E5A898ED0C,무학봉16길 3,평강****,한식-육류/고기,왕십리,2023-11-20,,0,무학봉
B528BA693F,무학봉16길 3,렉(****,한식-단품요리일반,왕십리,2023-10-06,,0,무학봉
B615F252E2,무학봉21길 9,메이******,베이커리,왕십리,2023-04-07,,0,무학봉
A2A41AAC50,무학봉26길 2,이지***********,카페,왕십리,2021-07-12,,0,무학봉
6DE0F0A2A3,무학봉26길 2,희령******,한식-해물/생선,왕십리,2023-11-21,,0,무학봉
05D686D94E,무학봉26길 3,그해**,식료품,왕십리,2021-06-23,,0,무학봉
B87969F843,무학봉28길 1,왕십******,한식-육류/고기,왕십리,2018-10-12,,0,무학봉
132EC808F2,무학봉28길 3,59****,한식-육류/고기,왕십리,2019-09-27,2025-08-11,0,무학봉
8F1BE98A86,무학봉28길 7,제이*******,한식-단품요리일반,왕십리,2024-07-09,,0,무학봉
9AFD0B9DFA,무학봉28길 9,와시*,일식당,왕십리,2021-06-01,,0,무학봉
3C6D370558,사근동11길 3,피자*,피자,한양대,2017-08-23,,0,사근동
A66BAF7A4E,사근동11길 7,스시*****,일식당,한양대,2022-09-27,,0,사근동
636D494093,사근동4길 11,한양*,백반/가정식,한양대,2024-08-14,,0,사근동
FF73A2D71A,사근동8길 12,스타***,한식-단품요리일반,한양대,2017-02-02,,0,사근동
361EC9A5E8,살곶이8길 22,모음*******,양식,한양대,2019-04-10,,0,살곶이
7162A93F6B,살곶이길 200,(오*******,카페,한양대,2022-10-24,,0,살곶이길
BE6D091D98,살곶이길 346,우*,백반/가정식,한양대,2020-07-31,,0,살곶이길
E9082AE454,살곶이길 354,35*****,분식,마장동,2021-08-24,,0,살곶이길
C5FB5DF5D0,상원10길 4-1,슬로********,양식,뚝섬,2023-02-23,,0,상원
1A018DCAD1,상원10길 8-1,숙도**,도시락,뚝섬,2022-10-31,,0,상원
38C18AF0CF,상원1길 11-1,우웨**,중식당,뚝섬,2023-05-02,,0,상원
8E6AC8C283,상원1길 15-1,남매***,한식-국수/만두,뚝섬,2020-08-06,,0,상원
C380136CEA,상원1길 35-9,누메***,양식,뚝섬,2018-05-18,,0,상원
4F6821E9D7,상원1길 39-1,스시*****,일식당,뚝섬,2021-06-25,,0,상원
AD8ADF090E,상원2길 1-10,용이******,분식,뚝섬,2023-03-23,,0,상원
8B9E003063,상원2길 1-10,프레****,양식,뚝섬,2023-05-25,,0,상원
FF2A41988A,상원2길 1-10,와아*****,와인바,뚝섬,2023-09-19,,0,상원
327194B461,상원2길 1-10,무*,일식당,뚝섬,2023-04-04,,0,상원
FBA935A166,상원2길 5-11,어썸***,양식,뚝섬,2018-09-21,,0,상원
FF03884FF0,상원2길 5-11,서후**,한식-육류/고기,뚝섬,2018-08-21,,0,상원
C76B1790F8,상원6길 11-1,모멘*****,카페,뚝섬,2022-03-03,,0,상원
B53EDBB2ED,상원6나길 14,에그******,한식-단품요리일반,뚝섬,2020-02-26,,0,상원
677AEC4179,상원길 50-15,독*,요리주점,뚝섬,2020-11-11,,0,상원길
E09000C96D,상원길 50-31,하이***,양식,뚝섬,2023-04-25,,0,상원길
5095698AC0,서울숲2길 13,지티******,양식,뚝섬,2024-01-29,,0,서울숲
0A4491652C,서울숲2길 13,카프******,양식,뚝섬,2024-08-29,,0,서울숲
468982150B,서울숲2길 13,암암*,백반/가정식,뚝섬,2021-07-28,,0,서울숲
95CED9DF82,서울숲2길 14,숲*,분식,뚝섬,2020-07-14,,0,서울숲
CF19A96F63,서울숲2길 14,피키**,양식,뚝섬,2021-09-09,2024-11-14,0,서울숲
D77841D9B4,서울숲2길 15,뽈로***,스테이크,뚝섬,2023-06-05,,0,서울숲
812202E747,서울숲2길 15,뮐(******,한식-육류/고기,뚝섬,2024-04-12,,0,서울숲
E549A26D24,서울숲2길 34,쎄콩*****,양식,뚝섬,2021-09-08,,0,서울숲
4482179D1C,서울숲2길 36,밥잘*******,백반/가정식,뚝섬,2024-09-25,,0,서울숲
545BE56226,서울숲2길 47,미술**********,일식-덮밥/돈가스,뚝섬,2023-11-06,,0,서울숲
65E9AD1E06,서울숲4길 13,란돌***************,한식-단품요리일반,뚝섬,2022-06-28,,0,서울숲
2CF63CC8AA,서울숲4길 16,타크******,카페,뚝섬,2022-05-17,,0,서울숲
3AE8B97E90,서울숲4길 17,파티********,카페,뚝섬,2020-09-29,,0,서울숲
64A48DF745,서울숲4길 21,후추******,양식,뚝섬,2022-10-26,,0,서울숲
38BDC5B4AE,서울숲4길 23,사길**,중식당,뚝섬,2023-01-12,,0,서울숲
B0BF2F0AB2,서울숲4길 26,베르*****,카페,뚝섬,2024-10-28,,0,서울숲
67A793BE25,서울숲4길 28,밸런****,양식,뚝섬,2021-06-01,2025-08-20,0,서울숲
950EA7A1A2,서울숲4길 28,성수**,백반/가정식,뚝섬,2021-07-09,,0,서울숲
1F59865E54,서울숲6길 12,최가********,한식-국수/만두,뚝섬,2024-04-29,,0,서울숲
CE0E9B9A73,서울숲6길 13,루쎄********,양식,뚝섬,2024-08-27,,0,서울숲
A0A1FF8F0B,서울숲6길 14,시즈*********,카페,뚝섬,2022-06-30,,0,서울숲
115B45FBBE,서울숲6길 14,정선***,백반/가정식,뚝섬,2017-11-06,,0,서울숲
7036B6AC6E,성덕정13길 4,산약***,한식-육류/고기,성수,2019-02-07,,0,성덕정
6B3F9F91EA,성덕정15길 3,빵양**,꼬치구이,성수,2024-11-22,,0,성덕정
12E8C996B1,성덕정15길 6,국밥***,한식-국밥/설렁탕,성수,2024-12-23,,0,성덕정
E300186CEB,성덕정17길 3,연탄***,요리주점,성수,2018-04-18,,0,성덕정
F7FAA7961C,성덕정17길 4,헤*,요리주점,성수,2023-11-07,,0,성덕정
01FDC9FAEA,성덕정17길 4,성수**,포장마차,성수,2023-11-08,,0,성덕정
C9EF27B57A,성덕정17길 5,계자*,백반/가정식,성수,2021-11-08,,0,성덕정
C9934643AC,성덕정17길 7,사*,일식당,성수,2023-03-30,,0,성덕정
D78F1F696C,성덕정17길 7,굿누*,호프/맥주,성수,2020-08-20,,0,성덕정
A8F5102FC7,성덕정17길 8,진미**,백반/가정식,성수,2018-08-02,,0,성덕정
99FF67EFD4,성덕정17길 9,정희*****,한식-육류/고기,성수,2023-05-30,,0,성덕정
023652A43E,성덕정17길 9,은빛******,한식-해물/생선,성수,2019-07-11,,0,성덕정
45E1109CF3,성덕정19길 3,뚝섬***,한식-해물/생선,성수,2019-04-29,,0,성덕정
5E30D7653F,성덕정19길 6,카멜****************,커피전문점,성수,2017-06-05,,0,성덕정
22B7683FF6,성덕정21길 6,자*,일식당,성수,2024-06-12,,0,성덕정
30262EF19E,성덕정9길 10,하이************,카페,성수,2024-07-12,,0,성덕정
8EDC8EDB1E,성덕정길 100,뚝도**,한식-국수/만두,성수,2018-04-26,,0,성덕정길
C7EB1E8F0F,성덕정길 102,일월****,분식,성수,2024-02-13,,0,성덕정길
48DBF4F872,성덕정길 103,성수**,요리주점,성수,2023-10-13,,0,성덕정길
E8F19A150F,성덕정길 109,피자*******,피자,성수,2021-02-18,,0,성덕정길
389F10CE1E,성덕정길 118,아지*,호프/맥주,성수,2023-10-24,,0,성덕정길
788C76269C,성덕정길 120,성수***,일식-덮밥/돈가스,성수,2024-09-23,,0,성덕정길
7E39BD7D1A,성덕정길 121,우*,이자카야,성수,2023-07-12,,0,성덕정길
0E614A7B1A,성덕정길 127,후*,카페,성수,2022-09-27,,0,성덕정길
187D17CE25,성덕정길 127,성수*****,베이커리,성수,2024-06-17,,0,성덕정길
2CEF80C971,성덕정길 127,픽미************,아이스크림/빙수,성수,2022-04-18,,0,성덕정길
0FAD4CAABE,성덕정길 132,스위*****,카페,성수,2024-05-21,,0,성덕정길
BB59A21676,성덕정길 133,너랑**********,한식-육류/고기,성수,2018-04-16,,0,성덕정길
562E873FFE,성덕정길 134,썬*,호프/맥주,성수,2018-06-26,,0,성덕정길
F7AB2719E7,성덕정길 136,스캔*,한식-단품요리일반,성수,2018-04-19,2025-07-08,0,성덕정길
F326DA276A,성덕정길 139,핏자******,피자,성수,2022-01-06,,0,성덕정길
09801BCCB5,성덕정길 141,심토**,백반/가정식,성수,2024-10-29,,0,성덕정길
30602E70F0,성덕정길 141,건*,한식-단품요리일반,성수,2020-12-17,,0,성덕정길
6FDA7613EC,성덕정길 145,영동**,백반/가정식,성수,2017-09-05,,0,성덕정길
916A68D648,성덕정길 150,헤*,한식-단품요리일반,성수,2022-10-07,,0,성덕정길
E4E07865EF,성덕정길 152,프레****,양식,성수,2020-10-27,,0,성덕정길
F0228002E3,성수이로 118,부흥**,농산물,성수,2023-03-29,,0,성수이로
BDC1AFBD07,성수이로 118,장위*********,백반/가정식,성수,2019-01-29,,1,성수이로
557870DAE7,성수이로 118,라성**,백반/가정식,성수,2022-04-19,,0,성수이로
DFA0B92DE8,성수이로 118,라성**,한식-단품요리일반,성수,2023-11-08,,0,성수이로
35A9CD5DCA,성수이로 126,칼(****,한식-국수/만두,성수,2022-08-31,,0,성수이로
401DA3A519,성수이로 126,돼지**,한식-육류/고기,성수,2021-11-04,,0,성수이로
0C1B547B6E,성수이로 127,에젤**,커피전문점,성수,2018-04-30,,0,성수이로
4F9BAC95BF,성수이로 127,일심*,한식-해물/생선,성수,2018-05-02,,0,성수이로
519381C21B,성수이로 147,그리*,양식,성수,2023-01-26,,0,성수이로
7F5F0D0F33,성수이로 147,더벤*********,커피전문점,성수,2024-05-10,,1,성수이로
4FAC32FBDC,성수이로 147,우리***,백반/가정식,성수,2019-06-12,,0,성수이로
BFFAC4B600,성수이로 147,호랑*,한식-육류/고기,성수,2021-10-15,,0,성수이로
25B6936E82,성수일로 111,쇼콜****,식료품,뚝섬,2023-11-27,,0,성수일로
4A01501171,성수일로 111,커피************,커피전문점,뚝섬,2024-05-31,,0,성수일로
17251C4F10,송정4가길 65,성수*****,한식-단품요리일반,송정,2020-04-29,,0,송정
147EC9E665,아차산로 100,어묵**,식료품,성수,2018-08-22,,0,아차산로
362A12ACAB,아차산로 103,필리******,양식,성수,2023-05-12,,0,아차산로
416F075512,아차산로 110,성수**,한식-육류/고기,성수,2024-04-12,,0,아차산로
770A25491E,아차산로 113,메가**********,커피전문점,성수,2023-08-11,,1,아차산로
0C25C3B746,아차산로 113,성수*******,샌드위치/토스트,성수,2023-01-30,,1,아차산로
43376C6456,아차산로 116,이가****,꼬치구이,성수,2021-05-21,,1,아차산로
5529CDFCDF,아차산로 116,토끼****,민속주점,성수,2020-08-25,,0,아차산로
908B8FB682,아차산로 126,소안***,백반/가정식,성수,2021-05-24,,0,아차산로
00F733C995,아차산로 126,성수*************,한식-육류/고기,성수,2021-03-17,,0,아차산로
E476C4A851,아차산로 126,마르***,한식-단품요리일반,성수,2021-05-21,2024-01-02,0,아차산로
B2240E407A,아차산로 135,에이*********,카페,성수,2020-12-01,,0,아차산로
6F85E6F670,아차산로 135,에르*******,식료품,성수,2021-01-04,,0,아차산로
EB1B4CDCD1,아차산로 137,잠수**,한식-육류/고기,성수,2020-02-14,,0,아차산로
0C9C887E27,아차산로 144,에이******,커피전문점,성수,2024-01-24,,0,아차산로
0C8BE8ECAD,아차산로 153,카페******,카페,성수,2022-09-06,,0,아차산로
75F4B46777,연무장13길 9,진수**,한식뷔페,성수,2017-10-10,,0,연무장
5D86802675,연무장17길 5,프롤*********,카페,성수,2021-04-06,,0,연무장
BF702C4B97,연무장17길 5,성수**,와인바,성수,2021-09-14,,0,연무장
CA789A700E,연무장17길 6,온누*,백반/가정식,성수,2023-07-13,,0,연무장
132078A4FE,연무장3길 13,플라*****,커피전문점,성수,2022-04-01,,0,연무장
2E8B2318F2,연무장3길 14,스탠*****,카페,성수,2021-01-19,,0,연무장
DEABE6F7A5,연무장7길 12,남다*******,백반/가정식,성수,2018-08-10,,0,연무장
D406BC7817,연무장7길 16,김사****,한식-해물/생선,성수,2020-06-18,,0,연무장
CF11E9E059,연무장9길 10,매머***************,커피전문점,성수,2021-10-20,,0,연무장
AD3A7FC51E,연무장길 110,바오**,중식당,성수,2022-05-06,,0,연무장길
16FA1843AE,연무장길 114,차일**,카페,성수,2023-08-21,,0,연무장길
A1A793329B,연무장길 114,샌드*******,샌드위치/토스트,성수,2019-06-28,,0,연무장길
A2C52B6B6A,연무장길 114,차일**,한식-단품요리일반,성수,2022-06-08,2023-08-21,0,연무장길
9CF8A5D7BA,연무장길 5-9,신사********,한식-육류/고기,성수,2024-10-14,,1,연무장길
285AE413AF,연무장길 8-1,윈야****,양식,성수,2022-01-27,,0,연무장길
82E74E7BC1,연무장길 9-1,고우**,백반/가정식,성수,2022-10-27,,0,연무장길
3991680872,연무장길 9-1,밀키****,한식-단품요리일반,성수,2023-11-21,,0,연무장길
929615BC0A,왕십리로 100,빽다*******,커피전문점,뚝섬,2024-04-05,,1,왕십리로
BCA89C9A13,왕십리로 102,커피*******,카페,뚝섬,2021-01-25,,0,왕십리로
BE7CFBC6B2,왕십리로 102,피비**,와인바,뚝섬,2021-12-24,,0,왕십리로
1A8BA43A9D,왕십리로 106,19***************,양식,뚝섬,2022-05-27,,0,왕십리로
6A74F1538A,왕십리로 107,왕돈******,일식-덮밥/돈가스,뚝섬,2017-12-05,,1,왕십리로
9D63C0B760,왕십리로 108,쎄시*****,양식,뚝섬,2023-12-21,,0,왕십리로
0ACB344C1B,왕십리로 108,경성***,베이커리,뚝섬,2020-05-14,,0,왕십리로
D20D8BF71F,왕십리로 108,본(****,일반 유흥주점,뚝섬,2022-09-27,,0,왕십리로
F5A33FDFC2,왕십리로 108,뚝딱****,한식-육류/고기,뚝섬,2022-10-28,,0,왕십리로
E5BF99B7A0,왕십리로 114,성수****,양식,뚝섬,2017-07-04,,0,왕십리로
8C98E1C09B,왕십리로 114,파파********,피자,뚝섬,2021-04-29,,1,왕십리로
A412739857,왕십리로 115,디 *********,카페,뚝섬,2023-07-14,,0,왕십리로
C5C7C7B0FE,왕십리로 134,청죽*,백반/가정식,뚝섬,2021-09-28,,0,왕십리로
5D68AB9C70,왕십리로 134,훼미********,한식-육류/고기,뚝섬,2016-09-29,,0,왕십리로
EE2DE56210,왕십리로 136,팩피*******,양식,뚝섬,2017-09-08,,0,왕십리로
D4BD053ECB,왕십리로 136,무브*********,일반 유흥주점,뚝섬,2023-12-07,,0,왕십리로
F136D24734,왕십리로 206,달콤****,베이커리,한양대,2020-04-20,,0,왕십리로
9CC514117B,왕십리로 217,의정******,한식-찌개/전골,한양대,2021-04-06,,1,왕십리로
ED8A95E5CB,왕십리로 222,공차**********,차,한양대,2019-02-11,,1,왕십리로
B24D425CDE,왕십리로 222,김밥**,분식,한양대,2018-08-24,,1,왕십리로
293EA4B2A0,왕십리로 222,유니**,분식,한양대,2024-02-08,,0,왕십리로
EE3122B53A,왕십리로 222,매란***,중식당,한양대,2021-05-25,,0,왕십리로
AF1AD2ECAD,왕십리로 222,일구**,중식당,한양대,2023-01-04,,0,왕십리로
6CB3606866,왕십리로 222,투썸***************,커피전문점,한양대,2017-06-29,,1,왕십리로
0A043079E8,왕십리로 222,신의*****,한식-육류/고기,한양대,2018-12-07,,1,왕십리로
B1A685CB2A,왕십리로 235,랭스*********,카페,한양대,2024-03-29,,0,왕십리로
E322BB2F76,왕십리로 236,지지******,분식,한양대,2021-08-23,,1,왕십리로
48C1483437,왕십리로 241,여백***,카페,왕십리,2017-02-13,,0,왕십리로
BF88DF05E7,왕십리로 257,에스***********,식료품,왕십리,2017-05-22,,0,왕십리로
276A8846C9,왕십리로 257,한양*,백반/가정식,왕십리,2019-02-22,,0,왕십리로
9748DB8705,왕십리로 259,아이***********,담배,왕십리,2018-07-27,,1,왕십리로
A4A6A57812,왕십리로 273,꽃찬*********,한식-육류/고기,왕십리,2018-05-15,,1,왕십리로
F719EFDFC0,왕십리로 280,어메**,한식-육류/고기,왕십리,2017-08-02,,0,왕십리로
376A5D3F6B,왕십리로 284,치킨***,치킨,왕십리,2022-09-26,,0,왕십리로
E64A353E00,왕십리로 284,루비*****,일반 유흥주점,왕십리,2024-10-22,,0,왕십리로
4B32EF06FA,왕십리로 287,샤보**,백반/가정식,왕십리,2023-12-22,,0,왕십리로
D8A875AA9D,왕십리로 293,고품******,한식-육류/고기,왕십리,2024-11-12,,0,왕십리로
68E9B3CBB0,왕십리로 295,시올******,한식-단품요리일반,왕십리,2023-06-02,,0,왕십리로
6FE0E66A8A,왕십리로 309,이디*,커피전문점,왕십리,2017-03-20,,1,왕십리로
99EA6AF2C9,왕십리로 309,홍능******,한식-육류/고기,왕십리,2020-09-04,,0,왕십리로
EC9D2C4B17,왕십리로 313,민준**,한식-육류/고기,왕십리,2017-05-04,,0,왕십리로
12A28908F1,왕십리로 315,바나********,카페,왕십리,2024-01-23,2025-07-29,1,왕십리로
741A5F2B65,왕십리로 318,디(***********,양식,왕십리,2017-09-13,,0,왕십리로
4CE9DA1D26,왕십리로 328,백억*******,카페,왕십리,2024-04-25,,0,왕십리로
15460DF7A9,왕십리로 328,골드*****,일반 유흥주점,왕십리,2023-12-04,,0,왕십리로
203FCB7DD9,왕십리로 328,써브********,샌드위치/토스트,왕십리,2019-07-24,2025-07-16,1,왕십리로
560D700A0A,왕십리로 331,김승***,일식당,왕십리,2021-01-14,,0,왕십리로
1F0239CF1F,왕십리로 333,으뜸**,건강식품,왕십리,2024-10-18,,0,왕십리로
BD8A0F6D76,왕십리로 336,렉스*****,담배,왕십리,2021-11-17,,0,왕십리로
9A0EC55599,왕십리로 336,메가************,커피전문점,왕십리,2021-07-09,,1,왕십리로
93EC04859E,왕십리로 336,에그******,한식-단품요리일반,왕십리,2024-06-13,,0,왕십리로
41A48AF8FE,왕십리로 340,모리********,커피전문점,왕십리,2024-09-05,,0,왕십리로
09805F8B6F,왕십리로 340,백남********,한식-단품요리일반,왕십리,2023-02-02,,0,왕십리로
9A9ADB69FB,왕십리로 343,미닛*****,카페,왕십리,2023-04-18,,0,왕십리로
CB3797D731,왕십리로 345,일일*,중식당,왕십리,2021-09-08,,1,왕십리로
4EE6193540,왕십리로 347,커피***,커피전문점,왕십리,2017-09-19,,0,왕십리로
A869CB21ED,왕십리로 347,홍고*****,한식-육류/고기,왕십리,2022-10-31,,0,왕십리로
C05AB78A24,왕십리로 348,경희*****,인삼제품,왕십리,2021-02-02,,0,왕십리로
E38998FBCE,왕십리로 348,킹스***,호프/맥주,왕십리,2024-05-31,,0,왕십리로
A88E00AF74,왕십리로 355,파리***********,베이커리,왕십리,2018-03-19,,1,왕십리로
EB654FE0E6,왕십리로 357,화곡**********,도너츠,왕십리,2023-02-13,,0,왕십리로
9300D17DDE,왕십리로 357,돌삼****,한식-육류/고기,왕십리,2018-09-21,,0,왕십리로
04393D7C92,왕십리로 357,왕십*****,한식-육류/고기,왕십리,2019-03-13,2025-07-23,0,왕십리로
3181D01F3F,왕십리로 358,상왕****,담배,왕십리,2020-10-15,,0,왕십리로
FCDFAFB42A,왕십리로 359,일월*******,한식-육류/고기,왕십리,2023-08-17,,0,왕십리로
32F21633BE,왕십리로 363,싸부****,한식-단품요리일반,왕십리,2020-07-03,2023-10-31,0,왕십리로
5AFF1D97F2,왕십리로 363,싸부*******,한식-단품요리일반,왕십리,2023-10-31,2024-07-10,0,왕십리로
DD4FCA5BE6,왕십리로 363,싸부****,한식-단품요리일반,왕십리,2024-07-10,,0,왕십리로
56355334E5,왕십리로 381,레몬***********,기타세계요리,왕십리,2024-02-23,,0,왕십리로
868FFBF701,왕십리로 382,만만**,일식당,왕십리,2023-02-24,2025-07-23,0,왕십리로
01670CF403,왕십리로 390,한스*******,베이커리,왕십리,2020-07-09,,0,왕십리로
A5C5B7E719,왕십리로 410,비밀**,반찬,왕십리,2019-11-20,,0,왕십리로
3046541AF9,왕십리로 410,싸다**,분식,왕십리,2020-08-04,,0,왕십리로
072ED18558,왕십리로 410,오토**********,분식,왕십리,2023-02-09,,0,왕십리로
92B5E6E8E9,왕십리로 410,또아******,양식,왕십리,2017-03-10,,0,왕십리로
9402DC5480,왕십리로 410,오*,양식,왕십리,2018-09-28,,0,왕십리로
93CECB5143,왕십리로 410,이태**,양식,왕십리,2022-10-31,,0,왕십리로
FD186D39D7,왕십리로 410,밀땅************,양식,왕십리,2022-11-07,,0,왕십리로
8C29C85978,왕십리로 410,피자*******,양식,왕십리,2024-11-22,,0,왕십리로
A2BE23B78B,왕십리로 410,딜리*****************************,주류,왕십리,2021-01-22,,0,왕십리로
F25F012B89,왕십리로 410,바틀**,주류,왕십리,2023-04-26,,0,왕십리로
ED2BD4308F,왕십리로 410,치킨***********,치킨,왕십리,2023-04-25,,1,왕십리로
8BD1977593,왕십리로 410,어거*************,치킨,왕십리,2024-01-31,,0,왕십리로
5A0D48A713,왕십리로 410,카페***,카페,왕십리,2017-03-02,,0,왕십리로
4BA62EBC13,왕십리로 410,안느*****************,카페,왕십리,2017-05-23,,0,왕십리로
02A32AE992,왕십리로 410,카페**,카페,왕십리,2017-07-03,,0,왕십리로
2FB475D73E,왕십리로 410,오버**********,카페,왕십리,2021-03-17,,0,왕십리로
9ED42062FD,왕십리로 410,탐앤***********,카페,왕십리,2021-04-07,,1,왕십리로
00F54829E1,왕십리로 410,카페***,카페,왕십리,2022-06-30,,0,왕십리로
69473BF966,왕십리로 410,잭슨*******,피자,왕십리,2021-10-18,,0,왕십리로
4E8BDFA3D8,왕십리로 410,한솥*********,도시락,왕십리,2023-08-24,2025-08-08,1,왕십리로
C8892CAE05,왕십리로 410,환상**,식료품,왕십리,2017-03-17,,0,왕십리로
02621706D5,왕십리로 410,미래*,식료품,왕십리,2021-12-31,,0,왕십리로
FEAD704455,왕십리로 410,케키******,식료품,왕십리,2022-01-13,,0,왕십리로
21ED3E83CA,왕십리로 410,더디******,식료품,왕십리,2023-06-13,,0,왕십리로
94D1FFE0F6,왕십리로 410,참치*****,일식당,왕십리,2017-02-06,,0,왕십리로
DD2B300AD5,왕십리로 410,다온**,일식당,왕십리,2017-07-17,,0,왕십리로
492180DBE3,왕십리로 410,스시**,일식당,왕십리,2019-06-03,,0,왕십리로
D3DEA832D8,왕십리로 410,백소******,일식당,왕십리,2023-07-26,,0,왕십리로
730B956D46,왕십리로 410,마라**,중식당,왕십리,2021-05-06,,0,왕십리로
4EE6D5E718,왕십리로 410,성화**********,중식당,왕십리,2022-09-21,,0,왕십리로
2637B87ECB,왕십리로 410,스위******,청과물,왕십리,2017-12-06,,0,왕십리로
5D173C6BD3,왕십리로 410,프리*********,청과물,왕십리,2023-03-27,,0,왕십리로
B2B0A6FE69,왕십리로 410,흥부**,축산물,왕십리,2019-09-27,2025-06-10,0,왕십리로
6C47280EB3,왕십리로 410,손민******,축산물,왕십리,2024-08-22,,0,왕십리로
C3358FB0BB,왕십리로 410,맘스***********,햄버거,왕십리,2022-12-19,,1,왕십리로
72466FE427,왕십리로 410,벤티*******,햄버거,왕십리,2024-08-01,,0,왕십리로
9676184554,왕십리로 410,몽쥬***********************,베이커리,왕십리,2019-03-11,,0,왕십리로
041B7CBFB0,왕십리로 410,찰리****,베이커리,왕십리,2021-10-12,,0,왕십리로
70B94E4108,왕십리로 410,브레********,베이커리,왕십리,2022-11-16,,1,왕십리로
D3B3CDB5D1,왕십리로 410,아띠*,베이커리,왕십리,2024-01-03,,0,왕십리로
0806C51324,왕십리로 410,위클****,베이커리,왕십리,2024-04-11,,0,왕십리로
1A1EC4B50C,왕십리로 410,생활**,호프/맥주,왕십리,2017-06-02,,1,왕십리로
1AE0F9961C,왕십리로 410,메가************,커피전문점,왕십리,2022-02-24,,1,왕십리로
1CCF1F16FD,왕십리로 410,텐퍼*****,커피전문점,왕십리,2023-08-01,,0,왕십리로
B2319196A9,왕십리로 410,컴포**********,커피전문점,왕십리,2023-11-21,,1,왕십리로
EFEE980DF0,왕십리로 410,읍천***********,커피전문점,왕십리,2024-05-17,,0,왕십리로
8BA8BCCA0D,왕십리로 410,투썸***********,커피전문점,왕십리,2024-08-13,,1,왕십리로
82D491E6AB,왕십리로 410,커스***********,커피전문점,왕십리,2024-09-27,,0,왕십리로
3D432C28C3,왕십리로 410,장한*******,백반/가정식,왕십리,2017-04-27,,0,왕십리로
7A922D4172,왕십리로 410,대찬**,백반/가정식,왕십리,2017-05-15,,0,왕십리로
011E53BB76,왕십리로 410,정성**,백반/가정식,왕십리,2017-10-24,,1,왕십리로
864DADCA45,왕십리로 410,화포********,백반/가정식,왕십리,2019-09-06,,1,왕십리로
1786026A63,왕십리로 410,속초*******,백반/가정식,왕십리,2020-01-03,,0,왕십리로
059A6DEC9E,왕십리로 410,대동*,백반/가정식,왕십리,2021-09-15,,1,왕십리로
E8869D79C1,왕십리로 410,미분*,기타세계요리,왕십리,2020-12-17,,0,왕십리로
A69C8FE49A,왕십리로 410,라채**,일식-샤브샤브,왕십리,2023-10-13,,0,왕십리로
1B10962D6B,왕십리로 410,하남**********,한식-육류/고기,왕십리,2018-11-16,,1,왕십리로
33EF2536AD,왕십리로 410,푸줏*****************,한식-육류/고기,왕십리,2020-05-11,,0,왕십리로
C6A16C1225,왕십리로 410,고기********,한식-육류/고기,왕십리,2024-04-23,,0,왕십리로
B1F6E35E99,왕십리로 410,우대*******,한식-육류/고기,왕십리,2024-11-11,,0,왕십리로
1673EFE7A4,왕십리로 410,마시***********,한식-찌개/전골,왕십리,2024-04-24,,0,왕십리로
1521FF7269,왕십리로 410,강릉***************,한식-해물/생선,왕십리,2022-01-25,2024-09-03,0,왕십리로
C0E191132C,왕십리로 410,강릉****************,한식-해물/생선,왕십리,2024-09-03,,0,왕십리로
5D90E2AA8B,왕십리로 410,리틀**********,동남아/인도음식,왕십리,2019-07-09,,0,왕십리로
45748D67A8,왕십리로 410,써브********,샌드위치/토스트,왕십리,2023-03-07,,1,왕십리로
7A40C57CE9,왕십리로 410,폴 ****,샌드위치/토스트,왕십리,2024-09-12,,0,왕십리로
7FC37F0D91,왕십리로 410,아이***************,아이스크림/빙수,왕십리,2021-04-15,,0,왕십리로
E14648B415,왕십리로 410,요요*********,아이스크림/빙수,왕십리,2023-06-27,,0,왕십리로
2EEFCB2C63,왕십리로 410,배스***************,아이스크림/빙수,왕십리,2024-02-28,,1,왕십리로
9345D90AE7,왕십리로 410,청실**,한식-단품요리일반,왕십리,2021-08-20,,0,왕십리로
6A9BA67C2E,왕십리로 410,샐러*******,한식-단품요리일반,왕십리,2022-05-23,,1,왕십리로
F94D17B95F,왕십리로 410,효자************,한식-단품요리일반,왕십리,2022-11-03,,0,왕십리로
2A4DAD9E0E,왕십리로 410,맘마*******,한식-단품요리일반,왕십리,2022-12-13,,0,왕십리로
39624DF65A,용답19길 3-1,종로***,한식-단품요리일반,답십리,2022-03-17,,1,용답
F4835443B8,용답길 169-1,코너***************,식료품,답십리,2018-09-05,,0,용답길
4067FB5604,장터5길 2-15,립서**,백반/가정식,금남시장,2022-10-11,,0,장터
FD27934820,천호대로 286,다*,식료품,답십리,2023-12-29,,0,천호대로
317594F27F,천호대로 288,태양**,한식-해물/생선,답십리,2018-11-12,,0,천호대로
795AAE487C,천호대로 294,김밥*,분식,답십리,2017-01-24,,1,천호대로
47DF527035,천호대로 294,토리*******,한식-단품요리일반,답십리,2023-09-11,,0,천호대로
E852479CD1,천호대로 296,장어**,농산물,답십리,2022-06-22,,0,천호대로
244740AC40,천호대로 312,오공**,분식,답십리,2024-11-12,,0,천호대로
CA60093BA7,천호대로 312,달콤***********,기타세계요리,답십리,2023-08-07,,0,천호대로
8B0A9AC171,천호대로 316,커피************,카페,답십리,2024-08-12,,1,천호대로
D0C8ACE492,천호대로 320,제이****************,커피전문점,답십리,2024-09-20,,0,천호대로
