가맹점구분번호,가맹점주소,가맹점명,업종,상권,개설일,폐업일,프랜차이즈여부
893B7A1CDB,광나루로 315,왕분*,분식,뚝섬,2024-08-23,,0
ADE05152B3,광나루로 323,빵*,일반 유흥주점,뚝섬,2024-10-02,,0
B00E0D8C60,광나루로 325,족발*********,한식-육류/고기,뚝섬,2021-02-09,,1
5B110F468D,광나루로 337,메가************,커피전문점,뚝섬,2021-07-23,,1
A787679642,금호로 141-1,오픈********,카페,신금호,2020-11-03,,0
C5CAC5BC9E,금호로 141-2,설내*,식료품,신금호,2023-11-17,,0
CE23799B3A,금호로 141-2,설내****,한식-국밥/설렁탕,신금호,2022-12-08,,0
8C57DE46AA,금호로 148-1,라쿵********,중식당,신금호,2020-11-18,,0
0507C6C859,금호로 148-1,가띠**,샌드위치/토스트,신금호,2023-08-17,2025-08-19,0
45FEE5DBC4,금호로13길 3,더커**************************,카페,신금호,2022-07-28,,0
8CF0FD6C6A,금호로1길 41,청정***,한식-해물/생선,금남시장,2017-07-25,,0
51D51815C2,금호로1길 43,스마*,백반/가정식,금남시장,2022-09-27,,0
2FB0335820,금호산2길 13,가뱅*******,와인바,금남시장,2020-10-13,2025-07-08,0
46AC67DA98,금호산2길 18,금남*,요리주점,금남시장,2020-06-03,,0
2DAF105D58,금호산2길 20,쾌걸***,한식-해물/생선,금남시장,2021-11-30,,0
BEC769D20C,금호산2길 21,시장**,일반 유흥주점,금남시장,2023-10-31,,0
377472828B,금호산2길 23,금호**,포장마차,금남시장,2020-10-21,,0
A0615EE5D9,금호산2길 24,제이*****,한식-단품요리일반,금남시장,2023-10-05,,0
AB86B46958,금호산2길 26,호남**,축산물,금남시장,2023-06-28,,0
61A7EE0050,금호산2길 27,형제***,떡/한과 제조,금남시장,2019-07-03,2025-07-16,0
B6CE608009,금호산8길 13,우리**,식료품,금남시장,2024-05-30,,0
C37E3670B1,난계로 101-1,더(*************,식료품,난계로,2021-02-03,,0
674011F2F1,독서당로 160,스위*,카페,옥수,2022-06-09,,0
9918AC572D,독서당로 166,과자****,베이커리,옥수,2018-10-15,,0
F074FA6DCE,독서당로 166,해녀*******,한식-해물/생선,옥수,2024-11-05,,0
5DC3FB1D5F,독서당로 168,코페*******,카페,옥수,2022-10-28,,1
6821430102,독서당로 177,일그********,베이커리,금남시장,2020-02-12,,0
E4A76A9E0C,독서당로 177,뱅뱅******,아이스크림/빙수,금남시장,2024-01-05,,0
C1C544732B,독서당로 187,피오******,주류,금남시장,2021-07-07,,0
B4FE75E894,독서당로 187,달콤***,식료품,금남시장,2020-05-19,,0
5828134AC4,독서당로 187,영 ****,베이커리,금남시장,2021-07-21,,0
61D516DBB4,독서당로 188,어게*************************,와인바,옥수,2020-12-01,,0
4BF4E76EB1,독서당로 192,열정**,축산물,옥수,2018-04-04,,0
5C312171F4,독서당로 194,디핀**,양식,옥수,2021-07-02,,0
41405E4F25,독서당로 194,라폰*,백반/가정식,옥수,2022-12-06,,0
D3C7D7CE86,독서당로 194,명가***,한식-국수/만두,옥수,2018-11-22,,1
9F524F74CC,독서당로 194,푸른****,한식-해물/생선,옥수,2021-09-28,,0
CF4878F0AB,독서당로 208,푸라*****,한식-육류/고기,옥수,2023-08-30,,1
ED35FCD6A1,독서당로 216,테이********************,커피전문점,옥수,2021-05-24,,0
0D98347CAA,독서당로 222,미*,일식당,옥수,2019-05-13,,0
5266257AE8,독서당로 223,김가*,분식,금남시장,2017-10-31,,1
0CCC996EB3,독서당로 223,커피******,카페,금남시장,2024-07-23,,0
8123742D88,독서당로 223,예당**,축산물,금남시장,2022-09-22,,0
F1157A79D0,독서당로 223,투썸***********,커피전문점,금남시장,2021-10-13,,1
830D91CD85,독서당로 224,깐부******,치킨,옥수,2019-10-29,,1
07E426EE6F,독서당로 227,더올**,한식-단품요리일반,옥수,2018-04-12,,0
E71A3EA260,독서당로 230,앁(****,한식-단품요리일반,옥수,2020-11-11,,0
BB508E9B60,독서당로 269,아우***************,카페,금남시장,2021-03-23,,0
A8288C7C45,독서당로 270,마케***,이자카야,금남시장,2022-04-13,,0
9DBBC0BC17,독서당로 270,윌로**,커피전문점,금남시장,2019-01-08,,0
64632B784A,독서당로 270,유류**,백반/가정식,금남시장,2017-11-23,,0
8EE88EAB44,독서당로 274,동구**,백반/가정식,금남시장,2023-08-28,,0
E9C5B231DE,독서당로 276,고돼*****,한식-단품요리일반,금남시장,2023-11-27,,0
2D9601ED38,독서당로 283,은진****,포장마차,금남시장,2020-01-06,,0
09B5A19D91,독서당로 285,금남**************,와인바,금남시장,2019-07-04,2025-07-14,0
8980D26E8D,독서당로 285,폼페*,백반/가정식,금남시장,2020-09-14,,0
4FD8F44568,독서당로 287,인생*******,한식-해물/생선,금남시장,2024-09-20,2025-07-04,0
A4B6E8F2A9,독서당로 294,다*,농산물,금남시장,2020-04-10,,0
FE826E7775,독서당로 296,빽다*********,커피전문점,금남시장,2021-05-21,,1
E25C0935BB,독서당로 311,본죽**********,한식-죽,금남시장,2017-06-22,,1
3FD4A26C54,독서당로 318,아이************,아이스크림/빙수,금남시장,2024-08-13,,0
6BF23575B6,독서당로 322,갈팡******,한식-단품요리일반,금남시장,2023-05-30,,0
596D95834C,독서당로 329,금호**,분식,금남시장,2023-09-05,,0
2C72D19DB4,독서당로 329,메가************,커피전문점,금남시장,2021-10-12,,1
E9547BAC81,독서당로 336,공용**,식료품,금남시장,2020-03-06,,0
2F4B0C323E,독서당로 336,우리***************,한식-육류/고기,금남시장,2023-06-26,,0
EBA77DE1F3,독서당로 337,무진****,한식-육류/고기,금남시장,2018-10-29,,0
7CD2C4CE8C,독서당로 339,오똔*,카페,금남시장,2024-02-27,,0
B9CF9A1A80,독서당로 344,마피****,카페,금남시장,2018-05-28,,1
166A58D2FD,독서당로 375,더(************,아이스크림/빙수,금남시장,2021-10-18,,0
641883F244,독서당로 377,작*,한식-육류/고기,금남시장,2017-07-05,,0
132DD33068,독서당로 381,파파*,분식,금남시장,2018-07-02,,0
7E78A7C976,독서당로 381,이디******,커피전문점,금남시장,2021-04-21,,1
DA3FBABC19,독서당로 381,비비********,한식-단품요리일반,금남시장,2023-11-28,,0
B11D3238E3,독서당로 384,마넌*,한식-육류/고기,금남시장,2024-08-02,,0
B2A47557AD,독서당로 398,교촌*******,치킨,금남시장,2023-12-14,,1
777479BC93,독서당로 434,참김***,분식,금남시장,2018-01-23,,0
90644ECF42,독서당로 434,위치***,카페,금남시장,2021-08-05,,0
DAE13C0508,동일로 135-1,맨날**,양식,동일로,2021-01-11,,0
69756C0A85,동일로 257-1,테라**,카페,동일로,2020-05-28,,0
73ADFB70B4,동일로 75-18,닷 ***************,양식,동일로,2023-11-13,,0
FB0BD34001,동일로 75-18,올*,일식당,동일로,2022-12-16,,0
C95A3B0715,동일로43길 1,지하***,백반/가정식,동일로,2020-08-12,,0
5F4BD315F9,동일로55길 3,팔분***,한식-육류/고기,동일로,2024-11-18,,0
CD542717CA,동일로57길 9,군자**,식료품,동일로,2018-08-28,,0
C18C547370,동호로2길 28,타코*****,양식,금남시장,2017-05-22,,0
B918A3FB98,둘레15길 4-1,에이********,카페,성수,2022-11-09,,0
E2D2AE237A,둘레9가길 23,태광**,농산물,성수,2018-04-18,,0
5F4E878B3F,둘레9가길 36,시골**,백반/가정식,성수,2018-02-22,,0
266F94FF9C,둘레9가길 36,최가**,한식-단품요리일반,성수,2021-07-29,,0
4C60EE6CA4,둘레9길 18-7,카페****,카페,성수,2024-01-15,,0
6E6BD0839D,뚝섬로 408-7,성수**********,양식,성수,2023-09-11,,0
24F5384BB4,뚝섬로 408-7,오푸******,카페,성수,2023-04-03,,0
48B6DB988C,뚝섬로 420-4,호경***,백반/가정식,성수,2018-04-20,,0
3FEEF8EC29,뚝섬로 427-8,헨리****,카페,성수,2024-11-29,,0
6387170291,뚝섬로13길 3,안타*,동남아/인도음식,성수,2024-08-08,,0
7E6B28839A,뚝섬로13길 5,꽈배********,분식,성수,2022-02-08,,0
CD14EDE90F,뚝섬로1길 10,카페**,카페,뚝섬,2024-03-15,,0
0F646F50F7,뚝섬로1길 25,더카*******,카페,뚝섬,2020-08-21,,1
C4BF630797,뚝섬로1길 31,오뜨*******,양식,뚝섬,2019-05-15,,0
4A42915A44,뚝섬로1길 31,매머*************,커피전문점,뚝섬,2023-04-20,,0
3B463692E1,뚝섬로1길 55,돼지*,한식-육류/고기,뚝섬,2022-09-05,,0
E2E58BA667,뚝섬로1길 63,오늘************,백반/가정식,뚝섬,2024-04-26,,0
2E4264DFBD,뚝섬로3길 16,쿠켄**,치킨,성수,2019-02-28,,0
37075F1B6D,뚝섬로3길 16,성수**,한식-육류/고기,성수,2023-11-03,,0
89D3C820E9,뚝섬로5길 11,하피********,카페,성수,2021-04-20,,0
E4FEADA057,뚝섬로7길 14,와일*****,양식,성수,2022-10-20,,0
AB962133CC,뚝섬로9길 16,색다**,한식-국수/만두,성수,2017-10-31,,0
AC3DCE45BE,뚝섬로9길 20,컴포*********,커피전문점,성수,2021-04-28,,1
123EF86057,마장로 187-2,돈대*,호프/맥주,왕십리,2020-08-25,,0
C2A4BBE3AF,마장로 192-1,태양*****,룸살롱/단란주점,왕십리,2024-11-27,,0
068FABCF18,마장로 203-1,홍익**,요리주점,왕십리,2022-05-25,,0
2D3C8D6F8A,마장로 203-1,갱상**********,한식-육류/고기,왕십리,2023-07-17,,0
6B1134ACB2,마장로 203-1,갱상*******,한식-육류/고기,왕십리,2023-12-22,,0
36348ED941,마장로 203-1,미라********,한식-단품요리일반,왕십리,2023-07-27,,0
E08EC54D85,마장로 204-1,청춘********,한식-육류/고기,왕십리,2022-06-23,,0
1BCD8AC994,마장로 230-1,펠어*******,카페,왕십리,2024-09-24,,0
E9DF09936C,마장로 230-1,펠*,한식-단품요리일반,왕십리,2023-08-14,,0
6EF7FADB37,마장로 293-2,홍진*,치킨,왕십리,2024-07-26,,0
012A64A73B,마장로 319-1,인생**,포장마차,왕십리,2018-11-02,,0
2D56DC79C1,마장로23길 7,처갓*********,치킨,마장동,2019-01-29,2023-05-15,1
F439455087,마장로23길 7,처갓**********,치킨,마장동,2023-05-15,2024-10-28,1
4CE99C7D02,마장로23길 7,처갓**********,치킨,마장동,2024-10-28,,1
D2392DB08D,마장로23길 7,마장*******,한식-감자탕,마장동,2019-05-13,,0
4D57A4C1A5,마장로26길 8,해창**,축산물,왕십리,2020-09-04,,0
0B01EED5DC,마장로31길 5,지혜**,축산물,마장동,2023-01-06,,0
BC3B472D8E,마조로 15-11,갈십*,카페,한양대,2019-01-31,,0
A4FE771AB2,마조로 15-12,철길*********,호프/맥주,한양대,2022-12-27,,0
E402643C21,마조로 15-13,한양**,호프/맥주,한양대,2024-09-10,,0
13B170C44E,마조로 15-13,백*,백반/가정식,한양대,2022-07-07,,0
898632E7CF,마조로 15-14,스시**,일식당,한양대,2017-09-12,,0
B95A7665A4,마조로 15-16,호말**,커피전문점,한양대,2021-11-15,,0
21B58D4396,마조로 19-10,태원**,식료품,한양대,2021-01-21,,0
85AE872C0E,마조로 64-20,제주*********,식료품,한양대,2024-03-18,,0
6B62F6001E,마조로11길 7,유유**,커피전문점,한양대,2018-03-20,,0
BA3F65BE47,마조로11길 9,츄로************************,커피전문점,한양대,2024-02-16,,0
C5CC45C4BE,마조로15길 2,호식***********,치킨,한양대,2020-11-13,,1
EE0A7B3068,마조로19길 7,효창***,축산물,한양대,2024-11-13,,0
B78082EBDD,마조로1길 32,띵똥**,베이커리,한양대,2017-03-31,,1
A4B8D9B260,마조로1길 36,전원******,이자카야,한양대,2024-01-16,,0
B5AFB737F5,마조로1길 39,타*,카페,한양대,2020-03-13,,0
4554B97419,마조로1길 39,전원*************,포장마차,한양대,2024-01-12,,0
6235F64612,마조로1길 39,육쌈**,한식-냉면,한양대,2019-07-03,,1
C224A1BCA1,마조로1길 39,새마********,한식-육류/고기,한양대,2018-12-27,,1
7608ABD020,마조로1길 39,해탄******,한식-해물/생선,한양대,2024-03-08,,0
2EF97A568C,마조로1길 40,쭈꾸*********,한식-단품요리일반,한양대,2019-09-09,,0
6C51C3210B,마조로1길 41,돌화***********,치킨,한양대,2024-04-09,,0
A43D9F5A0D,마조로1길 41,명랑*********,베이커리,한양대,2022-11-25,,1
AD5BBEFD72,마조로1길 41,왕십********,일식-우동/소바/라면,한양대,2022-02-18,,0
50BB2EA330,마조로1길 42,메가********,커피전문점,한양대,2017-03-09,,1
099CE5DB1F,마조로3길 10,바*,한식-육류/고기,한양대,2024-09-10,2025-07-30,0
C530609FDA,마조로5길 10,김두*,한식-육류/고기,한양대,2021-12-08,2025-07-21,0
DFF4FC9533,마조로5길 11,한사********,포장마차,한양대,2017-12-28,,0
2CC7A59E1B,마조로5길 11,다트***,일반 유흥주점,한양대,2024-10-07,,0
833D6DB650,마조로5길 14,낙원**,한식-단품요리일반,한양대,2018-01-12,,1
82E38303DD,마조로7길 13,봄의*******,양식,한양대,2023-06-20,,0
6DC52C1CBC,마조로7길 14,오늘***********,와인바,한양대,2021-11-23,,1
701E62EE56,마조로7길 14,맵당**********,한식-단품요리일반,한양대,2022-05-02,2025-07-03,0
AF2404C4F8,마조로9길 12,나희*****,한식-단품요리일반,한양대,2024-07-01,,0
8D8246AFD2,마조로9길 17,간식***********,아이스크림/빙수,한양대,2023-09-11,,0
B9FF00B43A,무학로12길 2,얼음*****************,아이스크림/빙수,왕십리,2024-08-13,,0
5126178CAE,무학로14길 6,다올**,떡/한과,마장동,2024-04-02,,0
282DE0EEF4,무학로2길 11,왕십******,한식-육류/고기,왕십리,2023-10-23,,0
B5FA7D1201,무학로2길 16,행복**,주류,왕십리,2024-09-11,,0
3F14DF48F3,무학로2길 16,스시****,일식당,왕십리,2023-03-08,,0
8F7DEDE719,무학로2길 30,역전*********,호프/맥주,왕십리,2019-10-24,,1
6A43ED334C,무학로2길 32,와이*******,룸살롱/단란주점,왕십리,2017-09-18,,0
FA5108E188,무학로2길 34,햄찌**********,한식-찌개/전골,왕십리,2023-02-24,,0
5C599A6F56,무학로2길 35,종로***********,한식-육류/고기,왕십리,2019-11-22,,0
3556A9EA7B,무학로2길 38,베스******,룸살롱/단란주점,왕십리,2021-11-04,,0
28DEFF1F60,무학로2길 39,오사*********,이자카야,왕십리,2024-11-27,,0
FAC60AB34E,무학로2길 39,등촌***********,한식-국수/만두,왕십리,2024-06-19,,1
CA01F6A76C,무학로2길 41,주전*,요리주점,왕십리,2020-01-30,,0
F565E3EC41,무학로2길 41,앤*,일반 유흥주점,왕십리,2018-04-02,,0
5D5111FAC3,무학로2길 43,귀한********,한식-육류/고기,왕십리,2023-08-18,,0
AAE6F17DA3,무학로2길 44,섬마*,한식-해물/생선,왕십리,2022-07-29,,0
44469393FD,무학로2길 45,에*,일반 유흥주점,왕십리,2023-03-14,,0
5A5EBCB3A8,무학로2길 46,엠비***********,일반 유흥주점,왕십리,2016-06-28,,0
64477AD191,무학로2길 48,커피**,커피전문점,왕십리,2018-05-14,2024-10-10,0
FC6E670F70,무학로2길 48,커피**,커피전문점,왕십리,2024-10-10,,0
E5E7DB8834,무학로2길 48,더블***,일반 유흥주점,왕십리,2020-12-11,,0
DAFBA48973,무학로2길 48,동해******,한식-해물/생선,왕십리,2024-10-30,,0
A41AFFA748,무학로2길 50,대명***,한식-육류/고기,왕십리,2020-09-10,,0
352569F469,무학로2길 52,더카***********************,카페,왕십리,2024-05-09,,0
6E069E8678,무학로4길 30,아이*******,아이스크림/빙수,왕십리,2022-07-21,,1
3FE6E9531A,무학로6길 25,원제**,축산물,왕십리,2020-05-21,,0
B17C13DDBE,무학로6길 33,82****,양식,왕십리,2023-03-27,,0
259546987D,무학로6길 33,82*****,백반/가정식,왕십리,2023-08-16,,0
85B1514422,무학로6길 47,신영**,축산물,왕십리,2022-06-16,,0
932F4562E9,무학로6길 50,파스*********,양식,왕십리,2024-02-28,,0
CCFF1D98D6,무학로6길 50,쌤*,치킨,왕십리,2023-03-23,,0
81591BC56A,무학로6길 50,아시***,식료품,왕십리,2017-09-01,,0
9CD0B652B8,무학로6길 50,한국**,인삼제품,왕십리,2019-03-25,,0
5A51AD1FF1,무학로6길 50,컴포*********,커피전문점,왕십리,2023-01-16,,1
4FF1B07188,무학로6길 50,추선*,백반/가정식,왕십리,2018-04-02,,0
F4EB8AB693,무학로6길 50,건강**,백반/가정식,왕십리,2018-05-04,,0
6AA4F9B857,무학로6길 50,경동*****,백반/가정식,왕십리,2021-10-19,,0
74E56D3EBE,무학로6길 50,마마**,백반/가정식,왕십리,2022-04-19,,0
641F185DE4,무학로6길 50,도리*************,백반/가정식,왕십리,2023-04-19,,0
D8B9E99952,무학로6길 50,양지*,한식-육류/고기,왕십리,2020-03-11,,0
887F609C60,무학로6길 50,김사***********,한식-육류/고기,왕십리,2023-01-26,,0
4CAFD6C3F4,무학로6길 50,김선*********,한식-육류/고기,왕십리,2023-01-30,,0
A242CDED34,무학로6길 50,59***********,한식-육류/고기,왕십리,2023-04-18,,0
6F9C8F530D,무학로6길 50,돌매*,한식-육류/고기,왕십리,2024-01-17,,0
21BA47CF6E,무학로6길 50,김호*******,한식-국밥/설렁탕,왕십리,2020-08-04,,0
49F556B92E,무학로6길 50,쉐르****,한식-단품요리일반,왕십리,2018-06-07,,0
9FF6A227B7,무학로6길 50,부산*****,한식-단품요리일반,왕십리,2022-04-05,,0
308272D87D,무학로6길 51,왕십****,한식-단품요리일반,왕십리,2018-09-18,,0
5EB844551A,무학로8길 21,아토******,카페,왕십리,2022-01-24,,0
1AF84D2DC1,무학로8길 29,어폴******,카페,왕십리,2024-06-05,,0
718E77B3A8,무학로8길 31,정성**,백반/가정식,왕십리,2022-08-18,,0
09F834CF4D,무학봉15길 6,송하*,한식-육류/고기,왕십리,2017-12-01,,0
14DA1400F7,무학봉15길 8,비타***********,건강식품,왕십리,2023-07-07,,0
E5A898ED0C,무학봉16길 3,평강****,한식-육류/고기,왕십리,2023-11-20,,0
B528BA693F,무학봉16길 3,렉(****,한식-단품요리일반,왕십리,2023-10-06,,0
B615F252E2,무학봉21길 9,메이******,베이커리,왕십리,2023-04-07,,0
A2A41AAC50,무학봉26길 2,이지***********,카페,왕십리,2021-07-12,,0
6DE0F0A2A3,무학봉26길 2,희령******,한식-해물/생선,왕십리,2023-11-21,,0
05D686D94E,무학봉26길 3,그해**,식료품,왕십리,2021-06-23,,0
B87969F843,무학봉28길 1,왕십******,한식-육류/고기,왕십리,2018-10-12,,0
132EC808F2,무학봉28길 3,59****,한식-육류/고기,왕십리,2019-09-27,2025-08-11,0
8F1BE98A86,무학봉28길 7,제이*******,한식-단품요리일반,왕십리,2024-07-09,,0
9AFD0B9DFA,무학봉28길 9,와시*,일식당,왕십리,2021-06-01,,0
3C6D370558,사근동11길 3,피자*,피자,한양대,2017-08-23,,0
A66BAF7A4E,사근동11길 7,스시*****,일식당,한양대,2022-09-27,,0
636D494093,사근동4길 11,한양*,백반/가정식,한양대,2024-08-14,,0
FF73A2D71A,사근동8길 12,스타***,한식-단품요리일반,한양대,2017-02-02,,0
361EC9A5E8,살곶이8길 22,모음*******,양식,한양대,2019-04-10,,0
7162A93F6B,살곶이길 200,(오*******,카페,한양대,2022-10-24,,0
BE6D091D98,살곶이길 346,우*,백반/가정식,한양대,2020-07-31,,0
E9082AE454,살곶이길 354,35*****,분식,마장동,2021-08-24,,0
C5FB5DF5D0,상원10길 4-1,슬로********,양식,뚝섬,2023-02-23,,0
1A018DCAD1,상원10길 8-1,숙도**,도시락,뚝섬,2022-10-31,,0
38C18AF0CF,상원1길 11-1,우웨**,중식당,뚝섬,2023-05-02,,0
8E6AC8C283,상원1길 15-1,남매***,한식-국수/만두,뚝섬,2020-08-06,,0
C380136CEA,상원1길 35-9,누메***,양식,뚝섬,2018-05-18,,0
4F6821E9D7,상원1길 39-1,스시*****,일식당,뚝섬,2021-06-25,,0
AD8ADF090E,상원2길 1-10,용이******,분식,뚝섬,2023-03-23,,0
8B9E003063,상원2길 1-10,프레****,양식,뚝섬,2023-05-25,,0
FF2A41988A,상원2길 1-10,와아*****,와인바,뚝섬,2023-09-19,,0
327194B461,상원2길 1-10,무*,일식당,뚝섬,2023-04-04,,0
FBA935A166,상원2길 5-11,어썸***,양식,뚝섬,2018-09-21,,0
FF03884FF0,상원2길 5-11,서후**,한식-육류/고기,뚝섬,2018-08-21,,0
C76B1790F8,상원6길 11-1,모멘*****,카페,뚝섬,2022-03-03,,0
B53EDBB2ED,상원6나길 14,에그******,한식-단품요리일반,뚝섬,2020-02-26,,0
677AEC4179,상원길 50-15,독*,요리주점,뚝섬,2020-11-11,,0
E09000C96D,상원길 50-31,하이***,양식,뚝섬,2023-04-25,,0
5095698AC0,서울숲2길 13,지티******,양식,뚝섬,2024-01-29,,0
0A4491652C,서울숲2길 13,카프******,양식,뚝섬,2024-08-29,,0
468982150B,서울숲2길 13,암암*,백반/가정식,뚝섬,2021-07-28,,0
95CED9DF82,서울숲2길 14,숲*,분식,뚝섬,2020-07-14,,0
CF19A96F63,서울숲2길 14,피키**,양식,뚝섬,2021-09-09,2024-11-14,0
D77841D9B4,서울숲2길 15,뽈로***,스테이크,뚝섬,2023-06-05,,0
812202E747,서울숲2길 15,뮐(******,한식-육류/고기,뚝섬,2024-04-12,,0
E549A26D24,서울숲2길 34,쎄콩*****,양식,뚝섬,2021-09-08,,0
4482179D1C,서울숲2길 36,밥잘*******,백반/가정식,뚝섬,2024-09-25,,0
545BE56226,서울숲2길 47,미술**********,일식-덮밥/돈가스,뚝섬,2023-11-06,,0
65E9AD1E06,서울숲4길 13,란돌***************,한식-단품요리일반,뚝섬,2022-06-28,,0
2CF63CC8AA,서울숲4길 16,타크******,카페,뚝섬,2022-05-17,,0
3AE8B97E90,서울숲4길 17,파티********,카페,뚝섬,2020-09-29,,0
64A48DF745,서울숲4길 21,후추******,양식,뚝섬,2022-10-26,,0
38BDC5B4AE,서울숲4길 23,사길**,중식당,뚝섬,2023-01-12,,0
B0BF2F0AB2,서울숲4길 26,베르*****,카페,뚝섬,2024-10-28,,0
67A793BE25,서울숲4길 28,밸런****,양식,뚝섬,2021-06-01,2025-08-20,0
950EA7A1A2,서울숲4길 28,성수**,백반/가정식,뚝섬,2021-07-09,,0
1F59865E54,서울숲6길 12,최가********,한식-국수/만두,뚝섬,2024-04-29,,0
CE0E9B9A73,서울숲6길 13,루쎄********,양식,뚝섬,2024-08-27,,0
A0A1FF8F0B,서울숲6길 14,시즈*********,카페,뚝섬,2022-06-30,,0
115B45FBBE,서울숲6길 14,정선***,백반/가정식,뚝섬,2017-11-06,,0
7036B6AC6E,성덕정13길 4,산약***,한식-육류/고기,성수,2019-02-07,,0
6B3F9F91EA,성덕정15길 3,빵양**,꼬치구이,성수,2024-11-22,,0
12E8C996B1,성덕정15길 6,국밥***,한식-국밥/설렁탕,성수,2024-12-23,,0
E300186CEB,성덕정17길 3,연탄***,요리주점,성수,2018-04-18,,0
F7FAA7961C,성덕정17길 4,헤*,요리주점,성수,2023-11-07,,0
01FDC9FAEA,성덕정17길 4,성수**,포장마차,성수,2023-11-08,,0
C9EF27B57A,성덕정17길 5,계자*,백반/가정식,성수,2021-11-08,,0
C9934643AC,성덕정17길 7,사*,일식당,성수,2023-03-30,,0
D78F1F696C,성덕정17길 7,굿누*,호프/맥주,성수,2020-08-20,,0
A8F5102FC7,성덕정17길 8,진미**,백반/가정식,성수,2018-08-02,,0
99FF67EFD4,성덕정17길 9,정희*****,한식-육류/고기,성수,2023-05-30,,0
023652A43E,성덕정17길 9,은빛******,한식-해물/생선,성수,2019-07-11,,0
45E1109CF3,성덕정19길 3,뚝섬***,한식-해물/생선,성수,2019-04-29,,0
5E30D7653F,성덕정19길 6,카멜****************,커피전문점,성수,2017-06-05,,0
22B7683FF6,성덕정21길 6,자*,일식당,성수,2024-06-12,,0
30262EF19E,성덕정9길 10,하이************,카페,성수,2024-07-12,,0
8EDC8EDB1E,성덕정길 100,뚝도**,한식-국수/만두,성수,2018-04-26,,0
C7EB1E8F0F,성덕정길 102,일월****,분식,성수,2024-02-13,,0
48DBF4F872,성덕정길 103,성수**,요리주점,성수,2023-10-13,,0
E8F19A150F,성덕정길 109,피자*******,피자,성수,2021-02-18,,0
389F10CE1E,성덕정길 118,아지*,호프/맥주,성수,2023-10-24,,0
788C76269C,성덕정길 120,성수***,일식-덮밥/돈가스,성수,2024-09-23,,0
7E39BD7D1A,성덕정길 121,우*,이자카야,성수,2023-07-12,,0
0E614A7B1A,성덕정길 127,후*,카페,성수,2022-09-27,,0
187D17CE25,성덕정길 127,성수*****,베이커리,성수,2024-06-17,,0
2CEF80C971,성덕정길 127,픽미************,아이스크림/빙수,성수,2022-04-18,,0
0FAD4CAABE,성덕정길 132,스위*****,카페,성수,2024-05-21,,0
BB59A21676,성덕정길 133,너랑**********,한식-육류/고기,성수,2018-04-16,,0
562E873FFE,성덕정길 134,썬*,호프/맥주,성수,2018-06-26,,0
F7AB2719E7,성덕정길 136,스캔*,한식-단품요리일반,성수,2018-04-19,2025-07-08,0
F326DA276A,성덕정길 139,핏자******,피자,성수,2022-01-06,,0
09801BCCB5,성덕정길 141,심토**,백반/가정식,성수,2024-10-29,,0
30602E70F0,성덕정길 141,건*,한식-단품요리일반,성수,2020-12-17,,0
6FDA7613EC,성덕정길 145,영동**,백반/가정식,성수,2017-09-05,,0
916A68D648,성덕정길 150,헤*,한식-단품요리일반,성수,2022-10-07,,0
E4E07865EF,성덕정길 152,프레****,양식,성수,2020-10-27,,0
F0228002E3,성수이로 118,부흥**,농산물,성수,2023-03-29,,0
BDC1AFBD07,성수이로 118,장위*********,백반/가정식,성수,2019-01-29,,1
557870DAE7,성수이로 118,라성**,백반/가정식,성수,2022-04-19,,0
DFA0B92DE8,성수이로 118,라성**,한식-단품요리일반,성수,2023-11-08,,0
35A9CD5DCA,성수이로 126,칼(****,한식-국수/만두,성수,2022-08-31,,0
401DA3A519,성수이로 126,돼지**,한식-육류/고기,성수,2021-11-04,,0
0C1B547B6E,성수이로 127,에젤**,커피전문점,성수,2018-04-30,,0
4F9BAC95BF,성수이로 127,일심*,한식-해물/생선,성수,2018-05-02,,0
519381C21B,성수이로 147,그리*,양식,성수,2023-01-26,,0
7F5F0D0F33,성수이로 147,더벤*********,커피전문점,성수,2024-05-10,,1
4FAC32FBDC,성수이로 147,우리***,백반/가정식,성수,2019-06-12,,0
BFFAC4B600,성수이로 147,호랑*,한식-육류/고기,성수,2021-10-15,,0
25B6936E82,성수일로 111,쇼콜****,식료품,뚝섬,2023-11-27,,0
4A01501171,성수일로 111,커피************,커피전문점,뚝섬,2024-05-31,,0
17251C4F10,송정4가길 65,성수*****,한식-단품요리일반,송정,2020-04-29,,0
147EC9E665,아차산로 100,어묵**,식료품,성수,2018-08-22,,0
362A12ACAB,아차산로 103,필리******,양식,성수,2023-05-12,,0
416F075512,아차산로 110,성수**,한식-육류/고기,성수,2024-04-12,,0
770A25491E,아차산로 113,메가**********,커피전문점,성수,2023-08-11,,1
0C25C3B746,아차산로 113,성수*******,샌드위치/토스트,성수,2023-01-30,,1
43376C6456,아차산로 116,이가****,꼬치구이,성수,2021-05-21,,1
5529CDFCDF,아차산로 116,토끼****,민속주점,성수,2020-08-25,,0
908B8FB682,아차산로 126,소안***,백반/가정식,성수,2021-05-24,,0
00F733C995,아차산로 126,성수*************,한식-육류/고기,성수,2021-03-17,,0
E476C4A851,아차산로 126,마르***,한식-단품요리일반,성수,2021-05-21,2024-01-02,0
B2240E407A,아차산로 135,에이*********,카페,성수,2020-12-01,,0
6F85E6F670,아차산로 135,에르*******,식료품,성수,2021-01-04,,0
EB1B4CDCD1,아차산로 137,잠수**,한식-육류/고기,성수,2020-02-14,,0
