가맹점구분번호,가맹점명,상권,가맹점주소,가맹점주소_세부,업종,프랜차이즈여부,개설일,폐업일,대분류,25년기준_운영개월수,영업기간_구간
4F98A3CB2D,청계**,왕십리,마장로,마장로 137,한식-육류/고기,0,2022-07-01,,식사_그룹_1,37,2. 성장기(죽음의계곡)
9D2AB94FB8,수비*****,왕십리,마장로,마장로 137,한식-육류/고기,0,2023-01-05,,식사_그룹_1,31,2. 성장기(죽음의계곡)
237D0C814D,오물**************,왕십리,마장로,마장로 137,한식-단품요리일반,0,2019-05-16,,식사_그룹_0,75,3. 성숙기
44150C17AB,수유*********,왕십리,마장로,마장로 137,한식-단품요리일반,0,2020-12-11,,식사_그룹_0,56,3. 성숙기
B8F11300C9,케이***,왕십리,마장로,마장로 187,카페,0,2022-11-29,,카페/디저트,33,2. 성장기(죽음의계곡)
86D0C43DB4,농심**,왕십리,마장로,마장로 200,농산물,0,2022-08-09,,비외식소매,36,2. 성장기(죽음의계곡)
CCD6FF6A66,영주**,왕십리,마장로,마장로 203,백반/가정식,0,2023-06-13,,기타,26,2. 성장기(죽음의계곡)
F1071108E7,전여******,왕십리,마장로,마장로 216,일식당,0,2023-07-31,,식사_그룹_1,25,2. 성장기(죽음의계곡)
0BEDDE7AF8,전여*,왕십리,마장로,마장로 216,한식-단품요리일반,0,2021-12-28,,식사_그룹_0,44,2. 성장기(죽음의계곡)
014A6A2154,소양*,왕십리,마장로,마장로 222,백반/가정식,0,2023-10-16,,기타,22,1. 초기
E3298570A2,25***,왕십리,마장로,마장로 235,호프/맥주,0,2020-07-09,,주점/유흥,61,3. 성숙기
56E8BA3007,메즈**********,왕십리,마장로,마장로 270,호프/맥주,0,2023-08-30,,주점/유흥,24,1. 초기
A5DC44A844,희망****,왕십리,마장로,마장로 271,카페,0,2020-12-18,,카페/디저트,56,3. 성숙기
F391294C30,아이***********,왕십리,마장로,마장로 271,아이스크림/빙수,0,2023-09-13,,카페/디저트,23,1. 초기
8EE981921E,명가*******,왕십리,마장로,마장로 283,치킨,0,2021-11-03,,식사_그룹_0,45,2. 성장기(죽음의계곡)
718E770104,파리*******,왕십리,마장로,마장로 283,베이커리,1,2019-04-22,,카페/디저트,76,3. 성숙기
4FD8DEB849,월*,왕십리,마장로,마장로 288,식료품,0,2021-04-19,,비외식소매,52,3. 성숙기
C919038375,보배**,왕십리,마장로,마장로 292,한식-육류/고기,0,2020-10-12,,식사_그룹_1,58,3. 성숙기
30EBD20CBF,통통**,왕십리,마장로,마장로 297,백반/가정식,0,2019-12-19,,기타,68,3. 성숙기
145A1666B3,통통**,왕십리,마장로,마장로 297,한식-육류/고기,0,2019-12-19,,식사_그룹_1,68,3. 성숙기
F901334796,유성************,왕십리,마장로,마장로 298,한식-찌개/전골,0,2021-02-01,,식사_그룹_0,54,3. 성숙기
0C02E54954,컴포*********,왕십리,마장로,마장로 299,커피전문점,1,2022-05-16,,카페/디저트,39,2. 성장기(죽음의계곡)
E4B34ABDDB,아쿠**,왕십리,마장로,마장로 301,호프/맥주,0,2019-10-17,,주점/유흥,70,3. 성숙기
4BF6B1EEF7,오땅********,왕십리,마장로,마장로 301,호프/맥주,1,2019-11-07,,주점/유흥,69,3. 성숙기
DD0FCFEDE6,메가*********,왕십리,마장로,마장로 301,커피전문점,1,2021-12-02,,카페/디저트,44,2. 성장기(죽음의계곡)
89F36844AE,토프*******,왕십리,마장로,마장로 305,커피전문점,1,2019-06-03,,카페/디저트,74,3. 성숙기
2D4E9106EA,강원*****,왕십리,마장로,마장로 310,농산물,0,2021-11-09,,비외식소매,45,2. 성장기(죽음의계곡)
409D0DA708,복권***********,왕십리,마장로,마장로 310,식료품,0,2022-11-11,,비외식소매,33,2. 성장기(죽음의계곡)
9385DC7BDB,황귀***,왕십리,마장로,마장로 310,백반/가정식,0,2018-01-11,,기타,91,3. 성숙기
746686BA39,픽미************,왕십리,마장로,마장로 310,아이스크림/빙수,0,2023-12-22,,카페/디저트,20,1. 초기
C3D19B4AAD,연평********,왕십리,마장로,마장로 323,한식-해물/생선,0,2022-07-07,,식사_그룹_1,37,2. 성장기(죽음의계곡)
3816AE5158,서산***,왕십리,마장로,마장로 325,한식-해물/생선,0,2023-02-08,,식사_그룹_1,30,2. 성장기(죽음의계곡)
E43552CFFF,40***,왕십리,무학로,무학로 8-1,분식,0,2021-10-08,,식사_그룹_2,46,2. 성장기(죽음의계곡)
9218EE2A57,챔스*********,왕십리,무학로,무학로 8-3,카페,0,2022-02-24,,카페/디저트,42,2. 성장기(죽음의계곡)
53CA4BAE0A,핵밥*****,한양대,사근동길,사근동길 2,일식-덮밥/돈가스,0,2023-12-15,,식사_그룹_2,20,1. 초기
ED8687C47C,맘스*******,한양대,사근동길,사근동길 4,피자,0,2023-02-27,,식사_그룹_0,30,2. 성장기(죽음의계곡)
535999101E,매머************,한양대,사근동길,사근동길 4,커피전문점,0,2024-01-19,,카페/디저트,19,1. 초기
1E6037D02E,하이**,한양대,사근동길,사근동길 6,분식,0,2022-04-22,,식사_그룹_2,40,2. 성장기(죽음의계곡)
DCDA685076,시치**********,뚝섬,상원,상원10길 3,백반/가정식,0,2022-09-30,,기타,35,2. 성장기(죽음의계곡)
F4C22C0FED,금일**,뚝섬,상원,상원10길 3,백반/가정식,0,2023-07-06,,기타,25,2. 성장기(죽음의계곡)
8A26E12861,햄찌*******,뚝섬,상원,상원10길 4,한식-찌개/전골,0,2021-06-29,,식사_그룹_0,50,3. 성숙기
9A750B743F,시원********,뚝섬,상원,상원10길 7,백반/가정식,0,2020-06-02,,기타,62,3. 성숙기
E06F67F152,현*,뚝섬,상원,상원10길 9,이자카야,0,2017-12-12,,주점/유흥,92,3. 성숙기
943BBD5F30,세컨****,뚝섬,상원,상원12길 5,테이크아웃커피,0,2023-01-10,,카페/디저트,31,2. 성장기(죽음의계곡)
B0733AADEF,킹콩***********,뚝섬,상원,상원12길 5,한식-찌개/전골,1,2017-11-14,,식사_그룹_0,93,3. 성숙기
5BB092A34C,후후***,뚝섬,상원,상원1길 13,베이커리,0,2023-03-27,,카페/디저트,29,2. 성장기(죽음의계곡)
3B0E5FAA4D,그린****,뚝섬,상원,상원1길 25,한식뷔페,0,2020-04-23,,식사_그룹_0,64,3. 성숙기
1B5F85BD96,은행******,뚝섬,상원,상원1길 26,일식당,0,2023-12-28,,식사_그룹_1,20,1. 초기
4795D97F2B,천잠**,뚝섬,상원,상원1길 26,인삼제품,0,2021-01-11,,비외식소매,55,3. 성숙기
CE35329FA0,강남******,뚝섬,상원,상원1길 26,한식-국수/만두,1,2021-07-29,,식사_그룹_0,49,3. 성숙기
9A40BD3F2E,옥된*****,뚝섬,상원,상원1길 26,한식-단품요리일반,0,2023-01-30,,식사_그룹_0,31,2. 성장기(죽음의계곡)
E61969DA0F,컴포*******,뚝섬,상원,상원1길 29,커피전문점,1,2018-05-18,,카페/디저트,87,3. 성숙기
BAD22BA603,모퉁***,뚝섬,상원,상원1길 33,와플/크로플,0,2018-06-28,,카페/디저트,86,3. 성숙기
BFD54A2373,힘냉*,뚝섬,상원,상원1길 41,한식-냉면,0,2017-08-16,,식사_그룹_0,96,3. 성숙기
FCAF3BA597,레이***,뚝섬,상원,상원4길 10,카페,0,2020-09-22,,카페/디저트,59,3. 성숙기
BF6A6456AB,우아**,뚝섬,상원,상원4길 11,한식-육류/고기,0,2024-01-31,2025-07-24,식사_그룹_1,19,1. 초기
08A8D396B4,요커***********,성수,성수일로,성수일로 9,카페,0,2023-04-12,,카페/디저트,28,2. 성장기(죽음의계곡)
9F2719B624,중앙***,성수,성수일로,성수일로 9,요리주점,0,2023-03-02,,주점/유흥,29,2. 성장기(죽음의계곡)
119F4FB3E3,마포***,성수,성수일로,성수일로 9,한식-국밥/설렁탕,0,2019-09-20,,식사_그룹_0,71,3. 성숙기
7ED39D1A53,육타***,뚝섬,아차산로,아차산로 3,한식-육류/고기,0,2019-03-21,,식사_그룹_1,77,3. 성숙기
62EF38C706,라바******,뚝섬,아차산로,아차산로 6,카페,0,2023-12-05,,카페/디저트,20,1. 초기
2791AA9D19,백이*,성수,연무장길,연무장길 3,호프/맥주,0,2022-06-15,,주점/유흥,38,2. 성장기(죽음의계곡)
6FBB888389,대성**,답십리,용답,용답19길 5,청과물,0,2019-10-25,,비외식소매,70,3. 성숙기
B06B36EBCC,용답****,답십리,용답,용답19길 5,한식-육류/고기,0,2018-04-11,,식사_그룹_1,88,3. 성숙기
387CE6C86C,마포****,답십리,용답,용답19길 6,한식-육류/고기,0,2019-09-04,,식사_그룹_1,71,3. 성숙기
16B4B1BB89,소담****,금남시장,장터,장터2길 11,한식-육류/고기,0,2020-03-26,,식사_그룹_1,65,3. 성숙기
8334F2D489,영토***************,행당,행당로,행당로 100,샌드위치/토스트,0,2024-01-29,,식사_그룹_2,19,1. 초기
BE527144E5,베스****,행당,행당로,행당로 101,아이스크림/빙수,1,2019-09-09,,카페/디저트,71,3. 성숙기
2B2CDD8A48,골드**,행당,행당로,행당로 102,축산물,0,2022-05-02,,비외식소매,39,2. 성장기(죽음의계곡)
67551595FA,메가**********,행당,행당로,행당로 105,커피전문점,1,2020-07-17,,카페/디저트,61,3. 성숙기
6947245C66,왕십******,행당,행당로,행당로 107,분식,0,2023-06-22,2025-08-01,식사_그룹_2,26,2. 성장기(죽음의계곡)
64B27F3594,행복***,행당,행당로,행당로 108,분식,0,2018-07-24,,식사_그룹_2,85,3. 성숙기
A72A1DD952,오릭******,행당,행당로,행당로 110,베이커리,0,2020-07-28,,카페/디저트,61,3. 성숙기
7563529BDC,명가*******,행당,행당로,행당로 112,치킨,0,2020-02-26,,식사_그룹_0,66,3. 성숙기
33706FFD69,개인**,행당,행당로,행당로 112,카페,0,2017-11-23,,카페/디저트,93,3. 성숙기
422418BBDD,대단*********,행당,행당로,행당로 112,베이커리,0,2023-06-22,2025-07-21,카페/디저트,26,2. 성장기(죽음의계곡)
DFE427F21C,한솥***,행당,행당로,행당로 119,도시락,1,2023-11-30,,식사_그룹_2,21,1. 초기
4A3538DDC3,컴포**********,행당,행당로,행당로 119,커피전문점,1,2023-06-23,,카페/디저트,26,2. 성장기(죽음의계곡)
C766BAD8FB,빽다*******,왕십리,행당로,행당로 121,커피전문점,1,2021-05-27,,카페/디저트,51,3. 성숙기
D7028A57A2,몬스******,왕십리,행당로,행당로 121,한식-단품요리일반,0,2023-12-06,,식사_그룹_0,20,1. 초기
1ABAFAF53E,청년*******,왕십리,행당로,행당로 127,치킨,0,2021-02-17,,식사_그룹_0,54,3. 성숙기
5B1F2A7BA9,매머************,왕십리,행당로,행당로 129,커피전문점,0,2023-06-28,,카페/디저트,26,2. 성장기(죽음의계곡)
01CCBE28E0,워니***,왕십리,행당로,행당로 133,양식,0,2018-07-04,,식사_그룹_1,85,3. 성숙기
534FC7A474,꼬끼*,마장동,고산자로,고산자로  335-2,호프/맥주,0,2012-08-20,,주점/유흥,156,4. 장기/쇠퇴기
A6FFB4295C,엄마*****,금남시장,독서당로,독서당로60길  5,백반/가정식,0,2011-12-12,,기타,164,4. 장기/쇠퇴기
1CAA6D7F95,뉴욕********,한양대,마조로,마조로3가길  15,양식,1,2012-06-19,,식사_그룹_1,158,4. 장기/쇠퇴기
22323DD09C,일*,한양대,마조로,마조로3가길  30,일식당,0,2012-02-10,,식사_그룹_1,162,4. 장기/쇠퇴기
75A1F5A452,서래*******,한양대,마조로,마조로3나길  27,한식-육류/고기,1,2012-02-24,,식사_그룹_1,162,4. 장기/쇠퇴기
BEFEB9CFAD,금호****,신금호,무수막길,무수막길  89-38,한식-국밥/설렁탕,0,2012-05-11,,식사_그룹_0,159,4. 장기/쇠퇴기
D1EB295A18,전주**,성수,성덕정,성덕정17길  8-1,백반/가정식,0,2012-05-11,,기타,159,4. 장기/쇠퇴기
BE1E68810C,더다*,성수,아차산로,아차산로7길  11,한식-단품요리일반,0,2012-08-02,,식사_그룹_0,156,4. 장기/쇠퇴기
591CBB3B43,카페**,성수,아차산로,아차산로7길  22,카페,0,2011-11-17,,카페/디저트,165,4. 장기/쇠퇴기
F4A797E2D3,싱싱*****,왕십리,왕십리로,왕십리로24길  8,한식-해물/생선,1,2012-07-16,,식사_그룹_1,157,4. 장기/쇠퇴기
F5D09BB486,일품*****,왕십리,고산자로,고산자로12길 1-1.,한식-국수/만두,0,2008-07-17,,식사_그룹_0,205,4. 장기/쇠퇴기
7268E7807A,보성**,마장동,고산자로,고산자로24길 11-1,축산물,0,2003-12-11,,비외식소매,260,4. 장기/쇠퇴기
C549675902,정호**,마장동,고산자로,고산자로24길 11-1,축산물,0,2005-02-14,,비외식소매,246,4. 장기/쇠퇴기
8E2D448FF9,동신**,마장동,고산자로,고산자로24길 11-1,축산물,0,2014-09-29,,비외식소매,131,4. 장기/쇠퇴기
756011C7B4,성우**,마장동,고산자로,고산자로24길 12-1,축산물,0,2008-01-16,,비외식소매,211,4. 장기/쇠퇴기
598ACA428F,영덕**,마장동,고산자로,고산자로24길 14-2,축산물,0,2007-09-21,,비외식소매,215,4. 장기/쇠퇴기
4DE273254C,대림**,마장동,고산자로,고산자로24길 4-1.,축산물,0,2006-02-03,,비외식소매,234,4. 장기/쇠퇴기
F24F0E217A,피어***,성수,광나루로,광나루로4가길 24.,커피전문점,0,2013-10-30,,카페/디저트,142,4. 장기/쇠퇴기
BF12B3B125,성동**,성수,광나루로,광나루로4가길 33.,식료품,0,2012-10-08,,비외식소매,154,4. 장기/쇠퇴기
E8372EA9EB,부부***,옥수,독서당로,독서당로40길 25-1,한식-육류/고기,0,2014-04-25,,식사_그룹_1,136,4. 장기/쇠퇴기
0840AC0A17,고모**,금남시장,독서당로,독서당로46길 36-1,백반/가정식,0,2004-07-16,,기타,253,4. 장기/쇠퇴기
AC8D66E0C8,골목*,마장동,마장로,마장로31길 24-12.,백반/가정식,0,2008-10-01,,기타,202,4. 장기/쇠퇴기
51006614E2,일우**,마장동,마장로,마장로35길 112-1.,식료품,0,2007-07-03,,비외식소매,217,4. 장기/쇠퇴기
C9550798B7,광장**,마장동,마장로,마장로35다길 15-1,축산물,0,2014-05-29,,비외식소매,135,4. 장기/쇠퇴기
A4B767188E,남원***,마장동,마장로,마장로39나길 17-1,한식-해물/생선,1,2009-12-16,,식사_그룹_1,188,4. 장기/쇠퇴기
5793537AB2,유향*,성수,성수동,성수동2가 289-175,중식당,0,2009-09-30,,식사_그룹_0,191,4. 장기/쇠퇴기
B6B42FF4A3,광주**,성수,성수일로,성수일로12길 15-1,백반/가정식,0,2013-05-28,,기타,147,4. 장기/쇠퇴기
7670A96873,성수**,성수,성수일로,성수일로12길 19-1,백반/가정식,0,2001-07-23,,기타,289,4. 장기/쇠퇴기
EB0399A070,직화**************,성수,성수일로,성수일로12길 20 .,한식-해물/생선,0,2015-04-14,,식사_그룹_1,124,4. 장기/쇠퇴기
9892E5745E,청*,성수,성수일로,성수일로12길 25 .,농산물,0,2015-08-18,,비외식소매,120,4. 장기/쇠퇴기
64687C0A87,세*,성수,성수일로,성수일로4길 48-2.,양식,0,2020-12-08,,식사_그룹_1,56,3. 성숙기
63C676EAE1,수칼**,뚝섬,아차산로,아차산로1가길 11.,한식-국수/만두,0,2014-07-17,,식사_그룹_0,133,4. 장기/쇠퇴기
ABD2B4F420,교촌*******,성수,아차산로,아차산로7길 10-1.,치킨,1,2015-02-05,,식사_그룹_0,126,4. 장기/쇠퇴기
FFF0DAC445,투다*,성수,아차산로,아차산로7길 10-1.,꼬치구이,1,2016-07-04,,주점/유흥,109,4. 장기/쇠퇴기
4BC6588772,아키**,성수,아차산로,아차산로7나길 18.,일식당,0,2016-04-07,,식사_그룹_1,112,4. 장기/쇠퇴기
CDDAE64AC2,포르**,왕십리,왕십리광장로,왕십리광장로 17 .,한식-단품요리일반,0,2017-08-30,,식사_그룹_0,96,3. 성숙기
C800A70770,푸른*,뚝섬,왕십리로,왕십리로16가길 4.,식료품,0,2010-02-01,,비외식소매,186,4. 장기/쇠퇴기
3CBCDB9525,담쟁*,왕십리,왕십리로,왕십리로20길 11-1,백반/가정식,0,2004-10-26,,기타,250,4. 장기/쇠퇴기
E4D3C3A8AC,또올*,왕십리,왕십리로,왕십리로20길 36-1,한식-단품요리일반,0,2000-01-28,,식사_그룹_0,307,4. 장기/쇠퇴기
BE1F11407F,한량**,왕십리,왕십리로,왕십리로22길 9-1.,한식-육류/고기,0,2013-11-04,,식사_그룹_1,141,4. 장기/쇠퇴기
F4157A9FA4,한방****,왕십리,왕십리로,왕십리로24길 1-1.,한식-육류/고기,0,2011-08-18,,식사_그룹_1,168,4. 장기/쇠퇴기
7F5C64F29B,남매**,왕십리,왕십리로,왕십리로24길 15-1,식료품,0,2008-04-14,,비외식소매,208,4. 장기/쇠퇴기
2D1F5F9F5F,참존*****,왕십리,왕십리로,왕십리로24길 35-1,치킨,1,2005-12-09,,식사_그룹_0,236,4. 장기/쇠퇴기
40A4DCBA7F,순천**,왕십리,왕십리로,왕십리로24길 9-1.,한식-감자탕,0,2008-07-11,,식사_그룹_0,205,4. 장기/쇠퇴기
7287A93C2B,함흥*,왕십리,왕십리로,왕십리로24나길 4.,한식-단품요리일반,0,2010-12-15,,식사_그룹_0,176,4. 장기/쇠퇴기
00CEAAD71A,근이***,왕십리,왕십리로,왕십리로24나길 6.,포장마차,0,2015-11-04,,카페/디저트,117,4. 장기/쇠퇴기
6242BB9BEB,대물**,왕십리,왕십리로,왕십리로24나길 8.,한식-해물/생선,0,2023-12-07,,식사_그룹_1,20,1. 초기
891AEAE4A4,안주****,왕십리,왕십리로,왕십리로26길 2-1.,포장마차,0,2008-07-31,,카페/디저트,205,4. 장기/쇠퇴기
A33442D657,오거*,뚝섬,왕십리로,왕십리로4길 24-8.,카페,0,2021-08-31,,카페/디저트,48,2. 성장기(죽음의계곡)
B5B9521F58,성수**,뚝섬,왕십리로,왕십리로5길 12-1.,한식-육류/고기,0,2014-05-07,,식사_그룹_1,135,4. 장기/쇠퇴기
96AD55E474,베러********,뚝섬,왕십리로,왕십리로6길 18-1.,한식-단품요리일반,0,2016-06-27,,식사_그룹_0,110,4. 장기/쇠퇴기
9215C7F055,풍년*,답십리,용답중앙,용답중앙15길 15-2,한식-육류/고기,0,1996-12-05,,식사_그룹_1,344,4. 장기/쇠퇴기
2A0922EAA7,양마*******,답십리,용답중앙,용답중앙15길 15-6,한식-찌개/전골,0,2012-11-22,,식사_그룹_0,153,4. 장기/쇠퇴기
9304FF81A2,이조***,장한평자동차,자동차시장,자동차시장1길 70.,한식-국밥/설렁탕,0,2014-03-21,,식사_그룹_0,137,4. 장기/쇠퇴기
A4D5BDDEDF,제일**,답십리,자동차시장,자동차시장1길 82.,백반/가정식,0,2012-12-04,,기타,152,4. 장기/쇠퇴기
202F736EBC,화목***,장한평자동차,자동차시장,자동차시장1길 90.,백반/가정식,0,2013-12-02,,기타,140,4. 장기/쇠퇴기
002816BA73,자갈***********,마장동,청계천로,청계천로10나길 78,요리주점,0,2014-05-07,,주점/유흥,135,4. 장기/쇠퇴기
9314CB7768,무쇠*****,금남시장,금호로,금호로 47-1,한식-육류/고기,0,2020-03-13,,식사_그룹_1,65,3. 성숙기
0A969D0884,계란**,금남시장,금호로,금호로 48-1,일식당,0,2023-11-06,,식사_그룹_1,21,1. 초기
109684EF6A,올드**,금남시장,금호로,금호로 80-1,양식,0,2022-05-02,,식사_그룹_1,39,2. 성장기(죽음의계곡)
C0FFD3E7B0,체체*********,금남시장,금호로,금호로 80-1,와인바,0,2023-10-18,,주점/유흥,22,1. 초기
C3CE191BFB,미*,금남시장,금호산,금호산2길 3,이자카야,0,2019-06-03,,주점/유흥,74,3. 성숙기
501AEDAE3D,스쿨**********,금남시장,금호산,금호산2길 5,분식,1,2018-01-29,,식사_그룹_2,91,3. 성숙기
1AA954C0A3,금성**,금남시장,금호산,금호산2길 8,백반/가정식,0,2021-08-10,,기타,48,2. 성장기(죽음의계곡)
5970C28B1D,33****,금남시장,금호산길,금호산길 10,마카롱,0,2022-11-17,,카페/디저트,33,2. 성장기(죽음의계곡)
98C0A088C7,백설*******,금남시장,금호산길,금호산길 16,농산물,0,2023-04-07,,비외식소매,28,2. 성장기(죽음의계곡)
D88940EE2F,서박*****,신금호,금호산길,금호산길 42,한식-찌개/전골,0,2019-04-10,,식사_그룹_0,76,3. 성숙기
E34A466260,박여*****,신금호,금호산길,금호산길 49,한식-감자탕,0,2020-03-04,,식사_그룹_0,65,3. 성숙기
D64DEC08B9,나들*,신금호,금호산길,금호산길 55,한식-단품요리일반,0,2023-09-01,,식사_그룹_0,23,1. 초기
9E60F0517D,공들***,신금호,금호산길,금호산길 59,반찬,0,2017-11-06,,비외식소매,93,3. 성숙기
E811B2836B,도스***,신금호,금호산길,금호산길 59,기타세계요리,1,2020-03-26,,식사_그룹_2,65,3. 성숙기
35A4AA3FB1,와플**********,신금호,금호산길,금호산길 67,베이커리,1,2022-06-07,,카페/디저트,38,2. 성장기(죽음의계곡)
7D812F3CC3,메가***********,신금호,금호산길,금호산길 71,커피전문점,1,2023-01-04,,카페/디저트,31,2. 성장기(죽음의계곡)
5E180A9A93,죠스*************,신금호,금호산길,금호산길 71,아이스크림/빙수,0,2022-03-16,,카페/디저트,41,2. 성장기(죽음의계곡)
885A9CCE76,모어******,성수,둘레,둘레11길 26,와인바,0,2021-06-30,,주점/유흥,50,3. 성숙기
BE39038248,일호*,성수,둘레,둘레15길 11,베이커리,0,2022-10-12,,카페/디저트,34,2. 성장기(죽음의계곡)
E0F74B2307,바아******,성수,둘레,둘레15길 11,한식-단품요리일반,0,2023-10-05,,식사_그룹_0,22,1. 초기
9194148F99,도믹*,성수,둘레,둘레9가길 9,양식,0,2019-02-15,,식사_그룹_1,78,3. 성숙기
0305234DDB,이디**********,성수,둘레,둘레9나길 7,식료품,0,2017-08-30,,비외식소매,96,3. 성숙기
E254F12E10,치즈****,성수,뚝섬로,뚝섬로3길 9,샌드위치/토스트,0,2021-03-11,,식사_그룹_2,53,3. 성숙기
FD2188337A,한*,성수,뚝섬로,뚝섬로4길 5,한식-육류/고기,0,2018-02-14,,식사_그룹_1,90,3. 성숙기
0C074FD60A,사운*******,성수,뚝섬로,뚝섬로7길 6,카페,0,2023-11-02,,카페/디저트,21,1. 초기
8A38507519,키*,성수,뚝섬로,뚝섬로7길 6,일식당,0,2023-04-06,,식사_그룹_1,28,2. 성장기(죽음의계곡)
425547857A,우시****,성수,뚝섬로,뚝섬로9길 3,한식-육류/고기,0,2021-12-14,,식사_그룹_1,44,2. 성장기(죽음의계곡)
8ACF85E477,강*,성수,뚝섬로,뚝섬로9길 8,양식,0,2023-07-12,,식사_그룹_1,25,2. 성장기(죽음의계곡)
F24E9532C3,역전*********,한양대,마조로,마조로 15-2,호프/맥주,1,2023-10-17,,주점/유흥,22,1. 초기
E2AFB2BDCB,싸구***,한양대,마조로,마조로 15-3,포장마차,0,2021-06-24,,카페/디저트,50,3. 성숙기
D1DF607320,마을**,한양대,마조로,마조로 15-3,한식-단품요리일반,0,2018-04-18,,식사_그룹_0,88,3. 성숙기
73623D09A9,불닭****************,한양대,마조로,마조로 15-6,분식,1,2022-10-21,,식사_그룹_2,34,2. 성장기(죽음의계곡)
B919F9B2D5,여우**,한양대,마조로,마조로 15-8,요리주점,0,2021-05-27,,주점/유흥,51,3. 성숙기
6BCA53C20A,마쿠***,한양대,마조로,마조로3길 6,중식당,0,2018-07-25,,식사_그룹_0,85,3. 성숙기
BBEBA8E04B,이돈*,한양대,마조로,마조로3길 7,한식-찌개/전골,0,2016-10-25,,식사_그룹_0,106,4. 장기/쇠퇴기
0E7F1F5130,소*,한양대,마조로,마조로3길 8,카페,0,2020-04-21,,카페/디저트,64,3. 성숙기
2FEF6803AC,끄트***,한양대,마조로,마조로3길 8,한식-육류/고기,0,2019-08-21,,식사_그룹_1,72,3. 성숙기
593875841D,벙커********,한양대,마조로,마조로3길 8,한식-단품요리일반,0,2020-03-06,,식사_그룹_0,65,3. 성숙기
13F02B91F6,그*,한양대,마조로,마조로3길 9,카페,0,2022-05-19,,카페/디저트,39,2. 성장기(죽음의계곡)
0C67B8EDCF,히토****,한양대,마조로,마조로3길 9,일식-우동/소바/라면,0,2018-01-12,,식사_그룹_2,91,3. 성숙기
4F7FF335EF,굽네**********,한양대,마조로,마조로5길 4,치킨,1,2022-04-18,,식사_그룹_0,40,2. 성장기(죽음의계곡)
F84E5ED7D7,노가***,한양대,마조로,마조로5길 4,룸살롱/단란주점,1,2019-04-18,,주점/유흥,76,3. 성숙기
E4BAFA1890,정태****,한양대,마조로,마조로5길 5,한식-단품요리일반,0,2020-02-11,,식사_그룹_0,66,3. 성숙기
D97D0EEBFE,디저*********,한양대,마조로,마조로5길 6,베이커리,1,2021-06-25,,카페/디저트,50,3. 성숙기
679B13C3AD,스시*,한양대,마조로,마조로7길 4,일식당,0,2017-08-31,,식사_그룹_1,96,3. 성숙기
F794B9D76C,더 *,한양대,마조로,마조로7길 7,한식-육류/고기,0,2022-10-28,,식사_그룹_1,34,2. 성장기(죽음의계곡)
B5A64F8167,군자*********,한양대,마조로,마조로7길 9,한식-육류/고기,0,2019-09-05,,식사_그룹_1,71,3. 성숙기
E368BF165D,유*,한양대,마조로,마조로9길 3,한식-국밥/설렁탕,0,2023-09-22,,식사_그룹_0,23,1. 초기
0AD9FBF8D6,블레**,금남시장,무수막길,무수막길 31,카페,0,2018-08-30,,카페/디저트,84,3. 성숙기
E00E398B70,티바*********,신금호,무수막길,무수막길 62,치킨,1,2017-09-05,,식사_그룹_0,95,3. 성숙기
C87A5EFBD3,할머***,신금호,무수막길,무수막길 84,한식-냉면,0,2018-04-03,,식사_그룹_0,88,3. 성숙기
3D7A63FFA7,토핑**,신금호,무수막길,무수막길 85,양식,0,2020-02-12,,식사_그룹_1,66,3. 성숙기
500A36AF3C,5학***************,신금호,무수막길,무수막길 85,한식-육류/고기,0,2017-10-27,,식사_그룹_1,94,3. 성숙기
ABD760AB85,전잔*,신금호,무수막길,무수막길 89,한식-단품요리일반,0,2023-12-29,,식사_그룹_0,20,1. 초기
D709A19B89,수제********,신금호,무수막길,무수막길 91,한식-육류/고기,0,2020-07-31,,식사_그룹_1,61,3. 성숙기
402132957B,신전*************,왕십리,무학로,무학로 16-1,분식,1,2023-06-12,,식사_그룹_2,26,2. 성장기(죽음의계곡)
C1C5F1B907,정가***,왕십리,무학로,무학로 20-5,백반/가정식,0,2017-11-28,,기타,93,3. 성숙기
C4A3CC1A88,보다**,왕십리,무학로,무학로2길 7,한식-단품요리일반,0,2020-06-16,,식사_그룹_0,62,3. 성숙기
50FC72558D,카페***,왕십리,무학로,무학로6길 4,카페,0,2018-12-11,,카페/디저트,80,3. 성숙기
63F736E9EB,떡도*******,왕십리,무학봉길,무학봉길 35,떡/한과,0,2020-07-03,,비외식소매,61,3. 성숙기
58A30B4F4D,비에******,왕십리,무학봉길,무학봉길 43,치킨,1,2024-01-29,,식사_그룹_0,19,1. 초기
3AF3906E1E,슐스*****,왕십리,무학봉길,무학봉길 57,카페,0,2023-03-28,,카페/디저트,29,2. 성장기(죽음의계곡)
5890F473D8,한끼**,왕십리,무학봉길,무학봉길 83,백반/가정식,0,2023-07-06,,기타,25,2. 성장기(죽음의계곡)
02B146CDF2,한식**,왕십리,무학봉길,무학봉길 83,백반/가정식,0,2023-07-06,,기타,25,2. 성장기(죽음의계곡)
62AC8476D3,삼호***,왕십리,무학봉길,무학봉길 87,건강원,0,2018-02-14,,비외식소매,90,3. 성숙기
EA5FAE889A,더스******,한양대,사근동,사근동8길 6,커피전문점,0,2019-05-02,,카페/디저트,75,3. 성숙기
